user_id,country,age,gender,city_size,device,registration_date
u_000509,Ukraine,36,F,small,desktop,2024-08-10
u_000510,Ukraine,31,F,capital,mobile,2024-08-10
u_000511,USA,49,Other,regional,mobile,2024-08-11
u_000512,Ukraine,32,M,small,mobile,2024-08-11
u_000513,Ukraine,30,M,capital,desktop,2024-08-11
u_000514,Ukraine,47,F,regional,mobile,2024-08-11
u_000515,Ukraine,29,M,capital,desktop,2024-08-11
u_000516,Ukraine,35,F,small,mobile,2024-08-13
u_000517,UK,18,M,regional,mobile,2024-08-14
u_000518,Ukraine,44,Other,regional,desktop,2024-08-14
u_000519,USA,59,F,regional,mobile,2024-08-14
u_000520,USA,44,F,capital,mobile,2024-08-14
u_000521,Ukraine,53,F,capital,mobile,2024-08-14
u_000522,Ukraine,25,F,regional,mobile,2024-08-15
u_000523,Germany,38,F,regional,desktop,2024-08-15
u_000524,Ukraine,24,F,regional,mobile,2024-08-15
u_000525,Ukraine,33,F,capital,mobile,2024-08-16
u_000526,Other,45,F,regional,desktop,2024-08-16
u_000527,Other,37,F,capital,mobile,2024-08-17
u_000528,USA,19,M,capital,mobile,2024-08-18
u_000529,Ukraine,20,F,small,desktop,2024-08-18
u_000530,UK,19,M,regional,mobile,2024-08-18
u_000531,UK,41,F,regional,mobile,2024-08-19
u_000532,Ukraine,60,F,small,desktop,2024-08-20
u_000533,Germany,52,F,capital,desktop,2024-08-20
u_000534,Ukraine,18,M,small,mobile,2024-08-22
u_000535,Ukraine,53,F,regional,desktop,2024-08-22
u_000536,Poland,47,M,regional,mobile,2024-08-23
u_000537,Ukraine,18,F,capital,mobile,2024-08-23
u_000538,Ukraine,32,Other,capital,desktop,2024-08-27
u_000539,USA,49,F,regional,desktop,2024-08-27
u_000540,Other,42,F,capital,desktop,2024-08-27
u_000541,Poland,20,M,capital,mobile,2024-08-27
u_000542,USA,43,F,regional,mobile,2024-08-28
u_000543,Other,18,F,regional,desktop,2024-08-28
u_000544,Ukraine,33,M,capital,desktop,2024-08-28
u_000545,Ukraine,49,F,regional,mobile,2024-08-28
u_000546,Ukraine,36,F,small,mobile,2024-08-28
u_000547,Ukraine,30,F,regional,desktop,2024-08-29
u_000548,USA,46,F,small,mobile,2024-08-29
u_000549,Ukraine,47,M,regional,mobile,2024-08-29
u_000550,Poland,51,M,capital,desktop,2024-08-30
u_000551,Ukraine,46,M,capital,desktop,2024-08-30
u_000552,Ukraine,48,F,small,desktop,2024-08-30
u_000553,Canada,44,M,regional,mobile,2024-08-30
u_000554,Ukraine,39,M,small,desktop,2024-08-31
u_000555,Ukraine,37,F,small,mobile,2024-09-01
u_000556,Ukraine,33,M,capital,mobile,2024-09-01
u_000557,Poland,21,M,capital,mobile,2024-09-01
u_000558,Germany,24,M,regional,mobile,2024-09-01
u_000559,Poland,32,F,capital,desktop,2024-09-01
u_000560,Ukraine,38,F,regional,desktop,2024-09-01
u_000561,Ukraine,53,M,small,desktop,2024-09-02
u_000562,USA,35,M,regional,mobile,2024-09-02
u_000563,Germany,48,F,capital,mobile,2024-09-02
u_000564,Germany,48,F,regional,mobile,2024-09-03
u_000565,UK,33,M,capital,mobile,2024-09-03
u_000566,USA,43,F,small,mobile,2024-09-04
u_000567,Ukraine,33,F,capital,mobile,2024-09-04
u_000568,Ukraine,51,M,small,desktop,2024-09-04
u_000569,Poland,43,F,regional,mobile,2024-09-05
u_000570,Ukraine,21,F,regional,mobile,2024-09-05
u_000571,USA,37,F,regional,desktop,2024-09-05
u_000572,Poland,55,M,capital,mobile,2024-09-06
u_000573,USA,33,F,regional,mobile,2024-09-06
u_000574,USA,41,M,small,desktop,2024-09-06
u_000575,Poland,42,Other,small,desktop,2024-09-06
u_000576,Canada,23,M,capital,mobile,2024-09-06
u_000577,Germany,42,M,regional,mobile,2024-09-07
u_000578,USA,19,M,small,mobile,2024-09-07
u_000579,Ukraine,28,F,small,mobile,2024-09-07
u_000580,Poland,48,M,regional,mobile,2024-09-07
u_000581,Poland,40,M,capital,desktop,2024-09-07
u_000582,Ukraine,32,M,small,desktop,2024-09-07
u_000583,Ukraine,41,F,capital,desktop,2024-09-08
u_000584,Canada,35,F,capital,desktop,2024-09-08
u_000585,Germany,36,M,small,desktop,2024-09-08
u_000586,Ukraine,43,F,capital,desktop,2024-09-08
u_000587,Ukraine,27,M,small,mobile,2024-09-08
u_000588,Ukraine,36,F,capital,mobile,2024-09-08
u_000589,Ukraine,32,M,regional,desktop,2024-09-08
u_000590,Other,18,M,small,mobile,2024-09-09
u_000591,Ukraine,24,F,small,mobile,2024-09-10
u_000592,Ukraine,54,F,small,desktop,2024-09-10
u_000593,Germany,40,M,small,mobile,2024-09-10
u_000594,Ukraine,20,F,capital,mobile,2024-09-10
u_000595,Ukraine,18,F,small,desktop,2024-09-10
u_000596,UK,34,M,small,desktop,2024-09-11
u_000597,Germany,54,F,regional,desktop,2024-09-11
u_000598,Other,33,M,regional,mobile,2024-09-11
u_000599,Germany,51,F,capital,mobile,2024-09-12
u_000600,Poland,40,F,regional,desktop,2024-09-12
u_000601,USA,41,M,regional,mobile,2024-09-12
u_000602,Canada,19,F,regional,mobile,2024-09-12
u_000603,UK,47,F,regional,desktop,2024-09-13
u_000604,Other,31,M,regional,desktop,2024-09-13
u_000605,USA,46,M,capital,mobile,2024-09-13
u_000606,USA,26,M,small,mobile,2024-09-13
u_000607,Ukraine,38,M,capital,desktop,2024-09-14
u_000608,UK,40,F,capital,mobile,2024-09-14
u_000609,Ukraine,34,F,capital,mobile,2024-09-14
u_000610,Poland,40,M,small,desktop,2024-09-14
u_000611,Germany,32,M,small,mobile,2024-09-15
u_000612,Other,28,M,capital,mobile,2024-09-15
u_000613,Other,55,F,capital,mobile,2024-09-15
u_000614,Ukraine,48,F,regional,mobile,2024-09-15
u_000615,UK,26,F,capital,mobile,2024-09-15
u_000616,UK,42,M,regional,mobile,2024-09-15
u_000617,Ukraine,27,M,capital,mobile,2024-09-16
u_000618,Ukraine,21,F,regional,mobile,2024-09-16
u_000619,Ukraine,48,F,capital,desktop,2024-09-16
u_000620,USA,18,F,regional,mobile,2024-09-16
u_000621,Poland,47,F,regional,mobile,2024-09-16
u_000622,Other,32,M,capital,desktop,2024-09-17
u_000623,Poland,33,M,capital,mobile,2024-09-18
u_000624,Other,40,F,capital,desktop,2024-09-18
u_000625,Ukraine,42,M,capital,desktop,2024-09-18
u_000626,USA,26,Other,small,mobile,2024-09-18
u_000627,Ukraine,44,F,capital,desktop,2024-09-18
u_000628,Poland,37,F,capital,desktop,2024-09-19
u_000629,USA,20,M,capital,desktop,2024-09-20
u_000630,Other,33,F,small,desktop,2024-09-20
u_000631,USA,52,M,small,mobile,2024-09-20
u_000632,Ukraine,56,M,small,desktop,2024-09-20
u_000633,Ukraine,44,F,regional,mobile,2024-09-21
u_000634,Ukraine,21,F,small,mobile,2024-09-21
u_000635,Ukraine,41,M,regional,mobile,2024-09-21
u_000636,UK,46,F,small,mobile,2024-09-21
u_000637,UK,44,M,small,desktop,2024-09-22
u_000638,USA,45,M,capital,desktop,2024-09-22
u_000639,USA,40,M,regional,mobile,2024-09-22
u_000640,UK,35,M,capital,mobile,2024-09-22
u_000641,USA,28,M,capital,mobile,2024-09-22
u_000642,Ukraine,18,M,small,mobile,2024-09-23
u_000643,Ukraine,40,F,capital,desktop,2024-09-23
u_000644,Germany,38,F,regional,desktop,2024-09-23
u_000645,USA,42,F,small,mobile,2024-09-24
u_000646,Ukraine,19,F,regional,mobile,2024-09-24
u_000647,Poland,43,F,capital,desktop,2024-09-24
u_000648,UK,60,F,regional,mobile,2024-09-24
u_000649,Ukraine,36,F,small,mobile,2024-09-25
u_000650,Ukraine,35,F,capital,mobile,2024-09-25
u_000651,Canada,39,F,capital,desktop,2024-09-25
u_000652,UK,60,M,regional,desktop,2024-09-25
u_000653,Ukraine,23,M,small,mobile,2024-09-25
u_000654,USA,38,M,capital,mobile,2024-09-25
u_000655,Ukraine,26,M,capital,mobile,2024-09-25
u_000656,USA,29,M,small,mobile,2024-09-25
u_000657,Ukraine,35,M,capital,desktop,2024-09-25
u_000658,Germany,52,F,capital,desktop,2024-09-25
u_000659,Ukraine,57,Other,regional,mobile,2024-09-26
u_000660,Ukraine,41,F,capital,mobile,2024-09-26
u_000661,Canada,31,M,capital,desktop,2024-09-26
u_000662,Ukraine,65,M,regional,mobile,2024-09-27
u_000663,Ukraine,30,F,regional,mobile,2024-09-27
u_000664,Ukraine,29,M,regional,desktop,2024-09-27
u_000665,UK,18,F,capital,mobile,2024-09-27
u_000666,USA,52,F,regional,desktop,2024-09-28
u_000667,Other,47,F,regional,desktop,2024-09-28
u_000668,Ukraine,65,F,small,desktop,2024-09-28
u_000669,Ukraine,19,F,small,mobile,2024-09-28
u_000670,Ukraine,53,M,regional,desktop,2024-09-28
u_000671,Germany,36,M,small,desktop,2024-09-28
u_000672,Other,45,F,small,mobile,2024-09-28
u_000673,UK,18,M,capital,mobile,2024-09-29
u_000674,Germany,53,F,small,mobile,2024-09-29
u_000675,Ukraine,45,F,small,desktop,2024-09-30
u_000676,Canada,35,M,capital,mobile,2024-09-30
u_000677,Poland,43,M,capital,mobile,2024-09-30
u_000678,Ukraine,26,F,regional,desktop,2024-10-01
u_000679,Ukraine,29,F,regional,desktop,2024-10-01
u_000680,Ukraine,30,M,regional,mobile,2024-10-01
u_000681,Ukraine,18,M,regional,mobile,2024-10-01
u_000682,Ukraine,46,F,capital,desktop,2024-10-01
u_000683,Poland,50,F,capital,mobile,2024-10-01
u_000684,Germany,27,F,small,desktop,2024-10-02
u_000685,Ukraine,40,M,capital,desktop,2024-10-02
u_000686,Ukraine,32,M,regional,mobile,2024-10-02
u_000687,Other,39,M,capital,mobile,2024-10-02
u_000688,USA,28,F,regional,mobile,2024-10-02
u_000689,Poland,25,M,regional,mobile,2024-10-03
u_000690,Ukraine,48,M,capital,mobile,2024-10-04
u_000691,Canada,35,F,regional,desktop,2024-10-04
u_000692,Ukraine,60,M,regional,desktop,2024-10-04
u_000693,Ukraine,36,F,capital,desktop,2024-10-04
u_000694,Canada,24,F,capital,mobile,2024-10-05
u_000695,Poland,50,M,regional,desktop,2024-10-05
u_000696,UK,43,F,regional,desktop,2024-10-05
u_000697,Germany,44,Other,regional,mobile,2024-10-05
u_000698,Germany,50,M,small,desktop,2024-10-06
u_000699,Ukraine,28,F,capital,mobile,2024-10-06
u_000700,Ukraine,34,F,capital,mobile,2024-10-06
u_000701,Ukraine,33,M,regional,desktop,2024-10-06
u_000702,Ukraine,20,F,regional,mobile,2024-10-06
u_000703,Canada,32,M,small,mobile,2024-10-07
u_000704,Ukraine,52,F,capital,desktop,2024-10-07
u_000705,Poland,38,F,regional,desktop,2024-10-07
u_000706,USA,19,M,regional,mobile,2024-10-07
u_000707,USA,18,F,capital,mobile,2024-10-08
u_000708,Ukraine,55,M,regional,mobile,2024-10-08
u_000709,Poland,34,M,regional,mobile,2024-10-08
u_000710,Other,28,F,capital,mobile,2024-10-08
u_000711,UK,32,M,capital,mobile,2024-10-08
u_000712,USA,18,M,capital,desktop,2024-10-09
u_000713,Canada,53,M,small,desktop,2024-10-09
u_000714,USA,31,F,capital,desktop,2024-10-09
u_000715,Ukraine,52,F,capital,desktop,2024-10-09
u_000716,Poland,36,M,capital,desktop,2024-10-10
u_000717,Ukraine,53,M,capital,desktop,2024-10-10
u_000718,Germany,39,M,capital,mobile,2024-10-10
u_000719,Other,46,M,regional,desktop,2024-10-10
u_000720,Poland,44,M,capital,mobile,2024-10-10
u_000721,Ukraine,43,F,capital,desktop,2024-10-10
u_000722,Ukraine,40,M,capital,mobile,2024-10-10
u_000723,Other,33,F,regional,desktop,2024-10-10
u_000724,Ukraine,58,F,capital,mobile,2024-10-11
u_000725,Ukraine,25,M,regional,mobile,2024-10-11
u_000726,Ukraine,36,M,regional,mobile,2024-10-11
u_000727,Ukraine,36,F,regional,desktop,2024-10-11
u_000728,Poland,40,M,capital,desktop,2024-10-12
u_000729,Poland,30,M,small,desktop,2024-10-12
u_000730,Ukraine,39,M,regional,desktop,2024-10-13
u_000731,Ukraine,33,M,capital,mobile,2024-10-13
u_000732,Ukraine,18,F,regional,desktop,2024-10-13
u_000733,Ukraine,36,M,small,mobile,2024-10-13
u_000734,Ukraine,22,F,capital,mobile,2024-10-14
u_000735,UK,18,F,capital,mobile,2024-10-14
u_000736,Ukraine,37,F,regional,mobile,2024-10-14
u_000737,Ukraine,41,F,capital,desktop,2024-10-14
u_000738,Ukraine,42,M,small,mobile,2024-10-14
u_000739,Ukraine,42,F,capital,desktop,2024-10-16
u_000740,Ukraine,18,M,capital,desktop,2024-10-16
u_000741,Ukraine,19,F,capital,desktop,2024-10-17
u_000742,USA,59,F,capital,desktop,2024-10-17
u_000743,Ukraine,23,Other,small,mobile,2024-10-17
u_000744,Poland,43,M,small,desktop,2024-10-17
u_000745,Poland,27,M,small,mobile,2024-10-17
u_000746,Ukraine,36,M,regional,mobile,2024-10-17
u_000747,Ukraine,28,F,regional,mobile,2024-10-18
u_000748,USA,42,M,capital,mobile,2024-10-18
u_000749,USA,37,M,capital,desktop,2024-10-18
u_000750,Ukraine,30,F,small,mobile,2024-10-19
u_000751,Ukraine,23,M,regional,mobile,2024-10-19
u_000752,Ukraine,39,M,regional,desktop,2024-10-19
u_000753,Poland,21,M,regional,mobile,2024-10-19
u_000754,UK,41,M,small,desktop,2024-10-19
u_000755,Ukraine,67,M,capital,desktop,2024-10-19
u_000756,Ukraine,52,F,regional,desktop,2024-10-19
u_000757,Other,44,Other,regional,desktop,2024-10-20
u_000758,Ukraine,34,F,small,mobile,2024-10-20
u_000759,Poland,18,F,capital,mobile,2024-10-20
u_000760,UK,20,F,capital,desktop,2024-10-21
u_000761,Ukraine,51,M,regional,desktop,2024-10-21
u_000762,Ukraine,26,Other,small,mobile,2024-10-21
u_000763,Ukraine,27,M,small,desktop,2024-10-22
u_000764,Canada,34,M,regional,mobile,2024-10-22
u_000765,Ukraine,23,Other,capital,mobile,2024-10-22
u_000766,Ukraine,21,M,capital,desktop,2024-10-22
u_000767,Ukraine,35,F,regional,mobile,2024-10-22
u_000768,Ukraine,25,M,capital,mobile,2024-10-23
u_000769,Germany,27,F,regional,mobile,2024-10-23
u_000770,Ukraine,26,F,small,mobile,2024-10-23
u_000771,Poland,42,F,capital,mobile,2024-10-23
u_000772,Germany,33,F,capital,desktop,2024-10-24
u_000773,USA,33,M,capital,desktop,2024-10-24
u_000774,Ukraine,43,Other,capital,mobile,2024-10-24
u_000775,USA,34,F,regional,mobile,2024-10-24
u_000776,Germany,32,M,capital,desktop,2024-10-24
u_000777,Ukraine,41,F,capital,mobile,2024-10-24
u_000778,USA,44,F,capital,desktop,2024-10-25
u_000779,USA,34,F,capital,desktop,2024-10-25
u_000780,Ukraine,36,F,regional,desktop,2024-10-26
u_000781,Canada,26,F,regional,mobile,2024-10-26
u_000782,Poland,25,F,regional,desktop,2024-10-26
u_000783,Germany,45,F,regional,desktop,2024-10-26
u_000784,Other,41,F,capital,mobile,2024-10-27
u_000785,Ukraine,41,M,regional,desktop,2024-10-27
u_000786,USA,39,F,capital,mobile,2024-10-27
u_000787,Ukraine,36,F,small,desktop,2024-10-27
u_000788,USA,44,M,capital,desktop,2024-10-27
u_000789,Germany,47,F,regional,mobile,2024-10-27
u_000790,Ukraine,46,M,capital,mobile,2024-10-27
u_000791,Ukraine,34,F,small,mobile,2024-10-28
u_000792,Ukraine,52,M,capital,mobile,2024-10-28
u_000793,Ukraine,38,M,small,desktop,2024-10-28
u_000794,Ukraine,43,M,capital,mobile,2024-10-28
u_000795,Ukraine,39,M,small,desktop,2024-10-29
u_000796,Ukraine,38,F,regional,mobile,2024-10-29
u_000797,Ukraine,27,F,capital,desktop,2024-10-29
u_000798,UK,44,F,capital,desktop,2024-10-29
u_000799,UK,70,M,capital,desktop,2024-10-30
u_000800,UK,31,F,small,desktop,2024-10-30
u_000801,Ukraine,36,F,small,desktop,2024-10-30
u_000802,Canada,30,M,capital,desktop,2024-10-30
u_000803,Germany,30,F,capital,desktop,2024-10-30
u_000804,Ukraine,54,F,capital,mobile,2024-10-30
u_000805,Ukraine,27,M,capital,mobile,2024-10-31
u_000806,UK,30,F,regional,mobile,2024-10-31
u_000807,Ukraine,18,M,capital,desktop,2024-11-01
u_000808,Poland,26,M,capital,desktop,2024-11-01
u_000809,Other,18,M,small,desktop,2024-11-01
u_000810,Ukraine,43,F,regional,desktop,2024-11-02
u_000811,Ukraine,69,F,small,mobile,2024-11-02
u_000812,Other,31,M,capital,desktop,2024-11-02
u_000813,Germany,18,M,small,mobile,2024-11-02
u_000814,Ukraine,46,M,regional,mobile,2024-11-02
u_000815,Canada,27,F,regional,desktop,2024-11-02
u_000816,Canada,51,F,capital,desktop,2024-11-03
u_000817,Poland,32,F,small,desktop,2024-11-03
u_000818,Germany,28,F,regional,mobile,2024-11-03
u_000819,Ukraine,33,F,small,desktop,2024-11-04
u_000820,Ukraine,45,M,regional,mobile,2024-11-04
u_000821,Germany,33,F,small,mobile,2024-11-04
u_000822,Ukraine,30,M,regional,mobile,2024-11-05
u_000823,Germany,33,M,small,mobile,2024-11-05
u_000824,USA,20,F,capital,mobile,2024-11-05
u_000825,Ukraine,40,M,capital,mobile,2024-11-05
u_000826,Germany,18,M,regional,desktop,2024-11-05
u_000827,Ukraine,30,F,regional,desktop,2024-11-05
u_000828,Canada,45,F,regional,desktop,2024-11-06
u_000829,Ukraine,39,M,regional,mobile,2024-11-06
u_000830,Germany,43,M,regional,desktop,2024-11-06
u_000831,Poland,35,M,small,mobile,2024-11-07
u_000832,Ukraine,50,Other,capital,mobile,2024-11-08
u_000833,UK,47,F,small,mobile,2024-11-08
u_000834,UK,41,M,capital,desktop,2024-11-08
u_000835,Poland,47,M,regional,desktop,2024-11-09
u_000836,USA,45,M,small,mobile,2024-11-09
u_000837,Other,30,M,capital,desktop,2024-11-09
u_000838,Ukraine,19,M,capital,mobile,2024-11-09
u_000839,Poland,41,M,capital,mobile,2024-11-09
u_000840,Ukraine,42,F,regional,desktop,2024-11-09
u_000841,USA,49,M,regional,mobile,2024-11-09
u_000842,Poland,24,F,capital,mobile,2024-11-10
u_000843,Ukraine,25,M,small,mobile,2024-11-10
u_000844,Ukraine,41,M,capital,mobile,2024-11-10
u_000845,Canada,35,M,regional,desktop,2024-11-10
u_000846,Ukraine,18,F,regional,mobile,2024-11-10
u_000847,UK,40,M,capital,desktop,2024-11-10
u_000848,Ukraine,18,F,capital,desktop,2024-11-10
u_000849,Other,24,F,small,mobile,2024-11-10
u_000850,Ukraine,52,F,regional,desktop,2024-11-11
u_000851,Ukraine,57,M,capital,desktop,2024-11-11
u_000852,USA,21,F,small,mobile,2024-11-11
u_000853,Canada,32,Other,regional,mobile,2024-11-11
u_000854,Ukraine,36,F,capital,desktop,2024-11-11
u_000855,Poland,57,M,regional,desktop,2024-11-12
u_000856,UK,30,M,regional,mobile,2024-11-12
u_000857,Canada,30,M,capital,desktop,2024-11-12
u_000858,Ukraine,54,M,small,desktop,2024-11-12
u_000859,Poland,31,M,capital,mobile,2024-11-12
u_000860,UK,44,M,capital,desktop,2024-11-13
u_000861,UK,18,M,capital,mobile,2024-11-13
u_000862,USA,33,F,small,desktop,2024-11-14
u_000863,Poland,18,F,regional,mobile,2024-11-15
u_000864,Ukraine,23,M,small,mobile,2024-11-15
u_000865,Canada,46,M,capital,desktop,2024-11-16
u_000866,USA,35,M,small,mobile,2024-11-16
u_000867,USA,32,M,regional,desktop,2024-11-16
u_000868,Ukraine,27,F,capital,mobile,2024-11-16
u_000869,Ukraine,33,M,capital,mobile,2024-11-16
u_000870,UK,39,M,small,mobile,2024-11-17
u_000871,Ukraine,47,M,capital,mobile,2024-11-17
u_000872,Other,18,M,regional,mobile,2024-11-17
u_000873,Ukraine,26,M,regional,desktop,2024-11-17
u_000874,UK,37,M,capital,desktop,2024-11-17
u_000875,Canada,34,Other,small,mobile,2024-11-18
u_000876,Ukraine,40,F,small,desktop,2024-11-18
u_000877,Ukraine,39,M,regional,mobile,2024-11-18
u_000878,Germany,32,M,regional,mobile,2024-11-18
u_000879,Germany,29,F,regional,mobile,2024-11-18
u_000880,Ukraine,33,F,regional,desktop,2024-11-19
u_000881,Germany,49,M,capital,desktop,2024-11-19
u_000882,Other,27,F,regional,desktop,2024-11-19
u_000883,Poland,35,M,capital,mobile,2024-11-19
u_000884,Ukraine,38,F,regional,desktop,2024-11-20
u_000885,Ukraine,54,F,regional,mobile,2024-11-20
u_000886,Ukraine,32,M,capital,desktop,2024-11-21
u_000887,Ukraine,47,F,small,desktop,2024-11-22
u_000888,Ukraine,50,F,capital,desktop,2024-11-22
u_000889,UK,35,M,capital,desktop,2024-11-22
u_000890,Ukraine,33,M,capital,desktop,2024-11-23
u_000891,Other,32,F,regional,mobile,2024-11-23
u_000892,Ukraine,32,M,capital,mobile,2024-11-23
u_000893,Ukraine,46,M,regional,desktop,2024-11-23
u_000894,USA,38,M,regional,mobile,2024-11-23
u_000895,Canada,38,F,capital,desktop,2024-11-23
u_000896,Ukraine,22,F,small,desktop,2024-11-23
u_000897,Ukraine,24,M,capital,desktop,2024-11-24
u_000898,Ukraine,61,M,regional,desktop,2024-11-24
u_000899,Poland,33,F,capital,desktop,2024-11-24
u_000900,Poland,26,M,regional,mobile,2024-11-24
u_000901,Ukraine,53,F,small,desktop,2024-11-25
u_000902,Ukraine,39,M,capital,mobile,2024-11-25
u_000903,Poland,42,M,capital,desktop,2024-11-25
u_000904,Other,34,Other,capital,mobile,2024-11-26
u_000905,Germany,32,Other,capital,mobile,2024-11-26
u_000906,Poland,33,F,small,desktop,2024-11-26
u_000907,Ukraine,19,M,regional,mobile,2024-11-27
u_000908,Ukraine,34,F,regional,mobile,2024-11-27
u_000909,Ukraine,39,M,small,mobile,2024-11-27
u_000910,USA,58,M,small,mobile,2024-11-27
u_000911,Canada,37,F,small,desktop,2024-11-28
u_000912,Canada,18,F,capital,mobile,2024-11-28
u_000913,Other,34,F,capital,mobile,2024-11-29
u_000914,Other,68,F,capital,desktop,2024-11-29
u_000915,Other,46,F,capital,desktop,2024-11-29
u_000916,Ukraine,26,M,capital,mobile,2024-11-29
u_000917,Ukraine,43,M,capital,desktop,2024-11-29
u_000918,Ukraine,27,M,capital,desktop,2024-11-30
u_000919,Poland,19,M,regional,mobile,2024-11-30
u_000920,Ukraine,31,M,capital,desktop,2024-12-01
u_000921,USA,37,F,capital,mobile,2024-12-01
u_000922,Germany,18,M,capital,desktop,2024-12-01
u_000923,Poland,22,M,regional,mobile,2024-12-01
u_000924,Ukraine,36,M,regional,desktop,2024-12-01
u_000925,Ukraine,31,M,regional,mobile,2024-12-02
u_000926,Ukraine,40,M,capital,mobile,2024-12-02
u_000927,USA,21,M,capital,mobile,2024-12-02
u_000928,Germany,44,M,capital,mobile,2024-12-02
u_000929,UK,21,F,capital,mobile,2024-12-02
u_000930,Ukraine,55,M,capital,desktop,2024-12-02
u_000931,Ukraine,18,F,small,mobile,2024-12-03
u_000932,Ukraine,22,F,capital,desktop,2024-12-03
u_000933,USA,41,M,capital,desktop,2024-12-03
u_000934,USA,55,F,regional,mobile,2024-12-03
u_000935,Ukraine,39,Other,regional,mobile,2024-12-04
u_000936,Other,42,F,capital,desktop,2024-12-04
u_000937,Ukraine,36,M,capital,mobile,2024-12-04
u_000938,Canada,23,F,small,mobile,2024-12-05
u_000939,Ukraine,30,Other,capital,mobile,2024-12-05
u_000940,Ukraine,21,F,regional,mobile,2024-12-05
u_000941,USA,20,F,small,mobile,2024-12-05
u_000942,Ukraine,40,F,capital,desktop,2024-12-05
u_000943,Ukraine,22,M,regional,mobile,2024-12-06
u_000944,Ukraine,39,Other,capital,mobile,2024-12-06
u_000945,Ukraine,20,Other,capital,mobile,2024-12-06
u_000946,UK,39,F,capital,desktop,2024-12-06
u_000947,USA,30,M,small,desktop,2024-12-06
u_000948,Canada,52,F,capital,desktop,2024-12-07
u_000949,Ukraine,39,M,capital,desktop,2024-12-07
u_000950,Poland,50,M,small,mobile,2024-12-07
u_000951,Ukraine,26,F,capital,mobile,2024-12-07
u_000952,Ukraine,36,M,small,desktop,2024-12-07
u_000953,Ukraine,24,M,regional,mobile,2024-12-07
u_000954,Other,31,F,regional,desktop,2024-12-07
u_000955,Canada,32,F,small,desktop,2024-12-07
u_000956,USA,27,F,regional,mobile,2024-12-07
u_000957,Poland,21,F,capital,mobile,2024-12-07
u_000958,Poland,19,F,small,mobile,2024-12-07
u_000959,Poland,18,M,small,mobile,2024-12-07
u_000960,Poland,23,F,small,desktop,2024-12-07
u_000961,Ukraine,43,M,regional,mobile,2024-12-08
u_000962,Ukraine,18,M,regional,mobile,2024-12-08
u_000963,Ukraine,19,M,regional,desktop,2024-12-09
u_000964,Other,57,M,capital,desktop,2024-12-09
u_000965,Poland,28,F,regional,mobile,2024-12-09
u_000966,Other,39,F,regional,mobile,2024-12-09
u_000967,Ukraine,43,F,regional,mobile,2024-12-09
u_000968,Poland,43,Other,capital,desktop,2024-12-10
u_000969,Ukraine,18,Other,regional,desktop,2024-12-11
u_000970,Ukraine,33,F,regional,mobile,2024-12-11
u_000971,Ukraine,18,F,regional,mobile,2024-12-11
u_000972,Ukraine,65,M,small,mobile,2024-12-11
u_000973,Canada,18,F,regional,mobile,2024-12-12
u_000974,Ukraine,23,Other,capital,mobile,2024-12-12
u_000975,Germany,23,F,capital,desktop,2024-12-12
u_000976,Poland,18,F,regional,mobile,2024-12-12
u_000977,Ukraine,52,F,regional,desktop,2024-12-12
u_000978,Poland,65,F,small,mobile,2024-12-12
u_000979,Ukraine,30,F,capital,desktop,2024-12-12
u_000980,Other,20,M,capital,mobile,2024-12-12
u_000981,USA,18,F,capital,mobile,2024-12-13
u_000982,UK,33,M,regional,desktop,2024-12-13
u_000983,Poland,32,F,small,mobile,2024-12-13
u_000984,Ukraine,28,F,small,mobile,2024-12-13
u_000985,Other,38,F,regional,mobile,2024-12-13
u_000986,Ukraine,40,F,small,desktop,2024-12-13
u_000987,Ukraine,39,F,capital,mobile,2024-12-14
u_000988,Ukraine,32,F,regional,mobile,2024-12-14
u_000989,USA,22,M,small,mobile,2024-12-14
u_000990,Germany,43,M,capital,mobile,2024-12-14
u_000991,USA,36,M,small,desktop,2024-12-14
u_000992,USA,46,F,capital,mobile,2024-12-14
u_000993,Ukraine,45,M,capital,mobile,2024-12-14
u_000994,Other,18,M,regional,mobile,2024-12-14
u_000995,Ukraine,18,F,small,mobile,2024-12-15
u_000996,Germany,26,F,capital,mobile,2024-12-15
u_000997,Ukraine,23,M,small,mobile,2024-12-15
u_000998,Other,45,M,capital,desktop,2024-12-15
u_000999,Ukraine,40,F,regional,mobile,2024-12-15
u_001000,Ukraine,49,F,regional,mobile,2024-12-15
u_001001,Poland,40,Other,capital,mobile,2024-12-16
u_001002,Ukraine,38,F,regional,mobile,2024-12-16
u_001003,Ukraine,50,M,regional,desktop,2024-12-16
u_001004,Germany,41,M,regional,mobile,2024-12-16
u_001005,Ukraine,36,M,capital,desktop,2024-12-16
u_001006,Other,53,M,capital,desktop,2024-12-16
u_001007,Ukraine,37,F,small,desktop,2024-12-16
u_001008,UK,32,M,regional,desktop,2024-12-16
u_001009,Poland,25,M,small,mobile,2024-12-16
u_001010,Germany,44,M,regional,mobile,2024-12-16
u_001011,Germany,50,F,small,desktop,2024-12-16
u_001012,Poland,35,F,capital,desktop,2024-12-17
u_001013,Other,51,F,regional,desktop,2024-12-17
u_001014,Ukraine,18,F,regional,mobile,2024-12-17
u_001015,Ukraine,35,M,capital,desktop,2024-12-17
u_001016,UK,35,M,capital,mobile,2024-12-17
u_001017,USA,27,M,regional,desktop,2024-12-17
