user_id,date,sessions,articles_read,minutes_spent
u_000641,2025-09-08,1,0,4
u_000641,2025-09-19,1,1,5
u_000641,2025-09-21,1,1,2
u_000641,2025-09-28,1,4,3
u_000641,2025-10-08,3,1,1
u_000641,2025-10-16,2,4,6
u_000641,2025-10-18,1,2,6
u_000641,2025-10-19,1,0,6
u_000641,2025-10-24,1,1,10
u_000641,2025-10-25,1,3,8
u_000641,2025-10-28,1,0,1
u_000641,2025-10-31,1,4,13
u_000641,2025-11-13,1,0,1
u_000641,2025-11-23,1,1,12
u_000641,2025-11-27,1,0,9
u_000641,2025-11-28,1,1,12
u_000641,2025-12-11,1,0,9
u_000641,2025-12-12,2,1,4
u_000641,2025-12-13,1,1,3
u_000641,2025-12-14,3,1,2
u_000641,2025-12-17,2,1,11
u_000641,2025-12-25,1,3,9
u_000641,2026-01-01,1,1,1
u_000641,2026-01-03,1,0,1
u_000641,2026-01-07,2,1,3
u_000641,2026-01-11,1,2,6
u_000641,2026-01-18,1,0,3
u_000641,2026-01-28,1,0,9
u_000641,2026-01-31,1,2,9
u_000641,2026-02-09,2,0,2
u_000641,2026-02-13,1,0,5
u_000641,2026-02-15,1,1,9
u_000641,2026-02-16,1,1,7
u_000641,2026-03-01,1,2,3
u_000641,2026-03-03,4,0,4
u_000641,2026-03-06,1,1,8
u_000641,2026-03-25,3,2,7
u_000641,2026-03-27,2,2,1
u_000642,2025-04-03,2,2,7
u_000642,2025-04-06,2,3,5
u_000642,2025-04-09,2,1,2
u_000642,2025-04-10,1,0,24
u_000642,2025-04-16,1,2,2
u_000642,2025-04-29,2,0,8
u_000642,2025-05-04,1,2,7
u_000642,2025-05-12,1,0,12
u_000642,2025-05-14,1,0,10
u_000642,2025-06-20,1,3,2
u_000642,2025-07-20,3,0,4
u_000642,2025-07-23,1,1,17
u_000642,2025-07-24,3,1,14
u_000642,2025-08-01,2,2,3
u_000642,2025-08-06,1,2,1
u_000642,2025-08-17,1,2,4
u_000642,2025-08-26,1,2,5
u_000642,2025-09-03,1,0,2
u_000642,2025-09-04,1,2,2
u_000642,2025-09-09,3,4,5
u_000642,2025-09-11,1,1,14
u_000642,2025-09-13,1,3,10
u_000642,2025-09-20,3,2,1
u_000642,2025-09-23,1,3,6
u_000642,2025-10-03,1,1,11
u_000642,2025-10-04,3,4,1
u_000642,2025-10-12,1,1,8
u_000642,2025-10-26,1,3,11
u_000642,2025-10-28,2,0,1
u_000642,2025-11-09,1,0,10
u_000642,2025-11-16,1,0,4
u_000642,2025-12-06,1,1,1
u_000642,2025-12-11,1,3,4
u_000642,2025-12-13,3,0,3
u_000642,2025-12-17,1,2,11
u_000642,2025-12-18,1,0,4
u_000642,2025-12-19,1,2,16
u_000642,2025-12-20,1,0,1
u_000642,2025-12-27,1,2,7
u_000642,2026-01-10,1,1,1
u_000642,2026-01-11,1,3,4
u_000642,2026-01-20,1,1,3
u_000642,2026-01-23,1,1,3
u_000642,2026-01-24,2,0,4
u_000642,2026-02-06,1,3,5
u_000642,2026-02-20,2,1,5
u_000642,2026-02-22,1,3,3
u_000642,2026-03-03,2,1,3
u_000642,2026-03-05,1,1,8
u_000642,2026-03-11,1,3,3
u_000642,2026-03-13,1,3,5
u_000642,2026-03-20,1,0,13
u_000642,2026-03-27,1,1,8
u_000643,2025-04-01,1,3,27
u_000643,2025-04-05,2,6,15
u_000643,2025-04-11,1,5,52
u_000643,2025-04-13,3,1,31
u_000643,2025-04-16,4,9,8
u_000643,2025-04-18,2,7,28
u_000643,2025-04-19,5,4,49
u_000643,2025-04-24,3,3,3
u_000643,2025-04-25,1,1,27
u_000643,2025-04-27,2,6,46
u_000643,2025-04-28,2,1,35
u_000643,2025-04-29,1,4,48
u_000643,2025-04-30,1,1,22
u_000643,2025-05-01,1,5,2
u_000643,2025-05-02,1,4,1
u_000643,2025-05-03,4,3,16
u_000643,2025-05-06,6,2,27
u_000643,2025-05-09,1,3,8
u_000643,2025-05-10,1,4,42
u_000643,2025-05-12,5,3,9
u_000643,2025-05-13,1,4,16
u_000643,2025-05-14,1,3,51
u_000643,2025-05-15,2,2,21
u_000643,2025-05-16,1,3,16
u_000643,2025-05-17,4,1,76
u_000643,2025-05-18,1,1,18
u_000643,2025-05-20,2,7,22
u_000643,2025-05-22,1,7,7
u_000643,2025-05-23,4,4,33
u_000643,2025-05-24,1,3,33
u_000643,2025-05-25,1,3,22
u_000643,2025-05-29,1,2,30
u_000643,2025-05-31,1,5,3
u_000643,2025-06-02,1,2,5
u_000643,2025-06-03,2,5,83
u_000643,2025-06-04,1,5,24
u_000643,2025-06-05,1,3,52
u_000643,2025-06-07,1,8,6
u_000643,2025-06-08,1,3,8
u_000643,2025-06-09,1,1,22
u_000643,2025-06-10,2,1,31
u_000643,2025-06-11,4,4,24
u_000643,2025-06-13,4,1,24
u_000643,2025-06-14,1,1,49
u_000643,2025-06-15,1,2,38
u_000643,2025-06-16,1,2,48
u_000643,2025-06-17,2,3,61
u_000643,2025-06-18,1,5,19
u_000643,2025-06-20,3,1,27
u_000643,2025-06-21,2,7,27
u_000643,2025-06-22,4,1,34
u_000643,2025-06-24,3,3,31
u_000643,2025-06-25,2,0,27
u_000643,2025-06-27,4,1,32
u_000643,2025-06-28,2,4,33
u_000643,2025-06-29,3,4,7
u_000643,2025-06-30,1,4,49
u_000643,2025-07-03,1,3,15
u_000643,2025-07-04,1,5,64
u_000643,2025-07-05,1,1,64
u_000643,2025-07-09,1,2,47
u_000643,2025-07-12,1,5,20
u_000643,2025-07-13,1,7,18
u_000643,2025-07-14,3,3,3
u_000643,2025-07-15,1,1,18
u_000643,2025-07-16,1,2,75
u_000643,2025-07-17,1,6,13
u_000643,2025-07-20,3,2,6
u_000643,2025-07-21,2,1,26
u_000643,2025-07-25,1,4,43
u_000643,2025-07-29,3,2,12
u_000643,2025-08-02,1,7,35
u_000643,2025-08-03,3,2,14
u_000643,2025-08-06,1,2,97
u_000643,2025-08-07,1,3,34
u_000643,2025-08-08,1,2,15
u_000643,2025-08-11,1,2,10
u_000643,2025-08-13,5,2,51
u_000643,2025-08-14,2,2,4
u_000643,2025-08-16,2,4,12
u_000643,2025-08-17,2,4,11
u_000643,2025-08-19,3,5,35
u_000643,2025-08-20,5,1,21
u_000643,2025-08-23,2,3,2
u_000643,2025-08-24,5,3,18
u_000643,2025-08-25,1,7,13
u_000643,2025-08-29,1,4,12
u_000643,2025-08-30,1,4,40
u_000643,2025-09-01,1,4,15
u_000643,2025-09-02,1,5,31
u_000643,2025-09-05,1,5,57
u_000643,2025-09-07,3,3,18
u_000643,2025-09-11,7,3,8
u_000643,2025-09-12,1,2,27
u_000643,2025-09-13,2,2,15
u_000643,2025-09-16,1,1,56
u_000643,2025-09-17,2,5,47
u_000643,2025-09-24,2,6,16
u_000643,2025-09-28,5,2,8
u_000643,2025-09-29,4,2,21
u_000643,2025-09-30,1,5,21
u_000643,2025-10-01,2,1,14
u_000643,2025-10-03,1,2,17
u_000643,2025-10-06,2,7,49
u_000643,2025-10-09,3,3,51
u_000643,2025-10-11,2,1,5
u_000643,2025-10-15,1,2,30
u_000643,2025-10-19,1,3,8
u_000643,2025-10-20,1,0,5
u_000643,2025-10-23,1,2,7
u_000643,2025-10-25,1,2,2
u_000645,2025-04-06,1,0,13
u_000645,2025-04-09,1,2,9
u_000645,2025-04-10,1,1,6
u_000645,2025-04-11,1,2,3
u_000645,2025-04-16,1,1,12
u_000645,2025-04-17,1,0,3
u_000645,2025-04-23,3,0,9
u_000645,2025-04-28,1,1,1
u_000645,2025-05-01,1,4,6
u_000645,2025-05-11,1,2,10
u_000645,2025-05-17,1,1,8
u_000645,2025-06-02,1,0,3
u_000645,2025-06-04,3,2,16
u_000645,2025-06-05,1,2,3
u_000645,2025-06-13,1,0,6
u_000645,2025-06-23,2,2,16
u_000645,2025-06-24,1,0,9
u_000645,2025-06-25,1,1,13
u_000645,2025-07-03,1,0,4
u_000645,2025-07-04,1,2,1
u_000645,2025-07-05,1,2,5
u_000645,2025-07-06,1,1,3
u_000645,2025-07-15,1,0,1
u_000645,2025-07-20,1,2,3
u_000645,2025-08-09,1,0,6
u_000645,2025-08-13,1,0,10
u_000645,2025-08-18,2,2,7
u_000645,2025-08-21,1,2,4
u_000645,2025-08-28,1,0,16
u_000645,2025-08-30,4,0,5
u_000645,2025-08-31,1,0,3
u_000645,2025-09-02,1,0,4
u_000645,2025-09-12,3,0,4
u_000645,2025-09-17,1,3,6
u_000645,2025-09-29,1,0,7
u_000645,2025-09-30,1,3,4
u_000645,2025-10-07,1,0,9
u_000645,2025-10-10,2,2,6
u_000645,2025-10-11,2,2,11
u_000645,2025-10-20,1,1,1
u_000645,2025-10-30,1,1,6
u_000645,2025-11-05,1,2,2
u_000645,2025-11-07,3,0,6
u_000645,2025-11-10,1,0,6
u_000645,2025-11-12,1,1,5
u_000645,2025-11-13,1,1,3
u_000645,2025-11-14,2,1,4
u_000645,2025-11-19,4,2,1
u_000645,2025-11-21,1,1,6
u_000645,2025-11-22,1,0,15
u_000645,2025-12-03,2,1,7
u_000645,2025-12-10,3,0,4
u_000645,2025-12-15,4,0,11
u_000645,2025-12-21,1,3,3
u_000645,2026-01-01,1,3,21
u_000645,2026-01-09,2,4,1
u_000645,2026-01-16,1,2,1
u_000645,2026-02-04,1,2,6
u_000645,2026-02-10,1,3,3
u_000645,2026-02-13,1,0,1
u_000645,2026-02-15,2,0,11
u_000645,2026-02-19,1,1,3
u_000645,2026-03-10,2,2,3
u_000645,2026-03-16,1,1,17
u_000645,2026-03-21,1,2,2
u_000645,2026-03-25,2,0,4
u_000646,2025-04-01,2,0,6
u_000646,2025-04-02,1,2,3
u_000648,2025-04-02,5,3,18
u_000648,2025-04-04,3,3,65
u_000648,2025-04-11,1,4,7
u_000648,2025-04-12,3,2,49
u_000648,2025-04-13,3,4,29
u_000648,2025-04-14,4,1,6
u_000648,2025-04-17,4,6,15
u_000648,2025-04-18,3,5,11
u_000648,2025-04-19,2,3,39
u_000648,2025-04-20,4,2,31
u_000648,2025-04-21,3,3,16
u_000648,2025-04-23,2,4,32
u_000648,2025-04-24,3,1,35
u_000648,2025-04-25,3,4,34
u_000648,2025-04-26,4,4,11
u_000648,2025-04-28,6,3,17
u_000648,2025-04-29,2,3,20
u_000648,2025-04-30,3,2,11
u_000648,2025-05-01,2,5,24
u_000648,2025-05-03,4,1,1
u_000648,2025-05-06,3,4,36
u_000648,2025-05-08,5,1,5
u_000648,2025-05-10,3,4,38
u_000648,2025-05-12,1,3,11
u_000648,2025-05-13,5,2,38
u_000648,2025-05-15,2,1,21
u_000648,2025-05-17,2,4,22
u_000648,2025-05-20,2,3,18
u_000648,2025-05-22,3,6,9
u_000648,2025-05-25,1,3,28
u_000648,2025-05-26,8,3,13
u_000648,2025-05-27,3,3,28
u_000648,2025-05-28,4,2,21
u_000648,2025-05-29,5,6,2
u_000648,2025-05-30,4,2,6
u_000648,2025-05-31,2,5,73
u_000648,2025-06-01,3,2,2
u_000648,2025-06-02,3,4,9
u_000648,2025-06-06,5,5,22
u_000648,2025-06-08,4,0,32
u_000648,2025-06-09,2,3,44
u_000648,2025-06-10,2,2,84
u_000648,2025-06-14,4,1,19
u_000648,2025-06-15,3,5,9
u_000648,2025-06-19,5,0,6
u_000648,2025-06-20,7,0,8
u_000648,2025-06-21,3,2,26
u_000648,2025-06-23,5,3,7
u_000648,2025-06-25,4,3,5
u_000648,2025-06-26,2,3,31
u_000648,2025-06-28,3,2,47
u_000648,2025-06-29,3,1,19
u_000648,2025-07-01,3,4,35
u_000648,2025-07-02,1,4,3
u_000648,2025-07-04,2,3,15
u_000648,2025-07-05,2,1,16
u_000648,2025-07-12,3,4,11
u_000648,2025-07-13,3,2,38
u_000648,2025-07-14,4,0,30
u_000648,2025-07-15,1,2,20
u_000648,2025-07-17,2,2,15
u_000648,2025-07-20,1,3,2
u_000648,2025-07-21,6,2,72
u_000648,2025-07-22,2,5,3
u_000648,2025-07-23,2,2,20
u_000648,2025-07-25,6,1,45
u_000648,2025-07-26,1,6,5
u_000648,2025-07-27,7,3,38
u_000648,2025-07-28,1,1,25
u_000648,2025-07-29,2,1,33
u_000648,2025-07-31,4,1,29
u_000648,2025-08-03,4,3,63
u_000648,2025-08-04,5,6,41
u_000648,2025-08-05,1,4,32
u_000648,2025-08-09,1,3,11
u_000648,2025-08-11,3,4,28
u_000648,2025-08-13,6,2,18
u_000648,2025-08-14,3,1,20
u_000648,2025-08-15,1,3,29
u_000648,2025-08-17,2,5,49
u_000648,2025-08-18,1,2,12
u_000648,2025-08-21,4,2,27
u_000648,2025-08-22,4,1,10
u_000648,2025-08-25,4,4,33
u_000648,2025-08-26,4,3,18
u_000648,2025-08-28,2,2,53
u_000648,2025-08-29,4,2,12
u_000648,2025-08-30,2,3,38
u_000648,2025-09-06,2,3,9
u_000648,2025-09-07,2,5,33
u_000648,2025-09-08,3,2,13
u_000648,2025-09-10,4,5,50
u_000648,2025-09-12,2,1,21
u_000648,2025-09-13,2,4,54
u_000648,2025-09-14,6,2,3
u_000648,2025-09-15,4,6,4
u_000648,2025-09-18,1,1,49
u_000648,2025-09-19,2,2,72
u_000648,2025-09-20,3,3,45
u_000648,2025-09-22,4,1,61
u_000648,2025-09-24,6,5,12
u_000648,2025-09-26,6,3,13
u_000648,2025-09-28,1,1,22
u_000648,2025-10-02,4,4,13
u_000648,2025-10-03,1,3,2
u_000648,2025-10-04,1,6,9
u_000648,2025-10-06,1,3,12
u_000648,2025-10-07,1,3,16
u_000648,2025-10-08,6,3,8
u_000648,2025-10-10,4,3,37
u_000648,2025-10-12,3,5,5
u_000648,2025-10-14,4,1,2
u_000648,2025-10-15,3,1,10
u_000648,2025-10-16,2,3,16
u_000648,2025-10-17,4,4,53
u_000648,2025-10-18,1,3,35
u_000648,2025-10-20,5,4,20
u_000648,2025-10-21,2,4,14
u_000648,2025-10-22,2,5,37
u_000648,2025-10-24,1,2,53
u_000648,2025-10-26,4,3,28
u_000648,2025-10-27,3,3,16
u_000648,2025-10-28,4,2,21
u_000648,2025-10-30,1,2,32
u_000648,2025-11-01,4,1,10
u_000648,2025-11-03,1,6,16
u_000648,2025-11-04,4,2,33
u_000648,2025-11-05,4,5,24
u_000648,2025-11-06,2,2,3
u_000648,2025-11-08,3,4,35
u_000648,2025-11-09,1,5,18
u_000648,2025-11-11,4,1,29
u_000648,2025-11-15,2,2,3
u_000648,2025-11-17,2,8,2
u_000648,2025-11-20,3,1,8
u_000648,2025-11-21,2,3,19
u_000648,2025-11-22,1,1,38
u_000648,2025-11-24,7,2,23
u_000648,2025-11-25,7,5,11
u_000648,2025-11-27,2,6,6
u_000648,2025-11-28,1,5,22
u_000648,2025-11-30,2,2,43
u_000648,2025-12-02,3,2,4
u_000648,2025-12-04,7,2,17
u_000648,2025-12-05,4,4,26
u_000648,2025-12-06,2,3,20
u_000648,2025-12-07,4,0,32
u_000648,2025-12-10,1,2,58
u_000648,2025-12-12,2,4,4
u_000648,2025-12-17,3,2,9
u_000648,2025-12-18,4,3,12
u_000648,2025-12-19,3,2,28
u_000648,2025-12-20,2,3,7
u_000648,2025-12-23,5,1,2
u_000648,2025-12-25,6,2,25
u_000648,2025-12-28,3,2,26
u_000648,2025-12-30,5,1,38
u_000648,2025-12-31,1,2,24
u_000648,2026-01-02,5,1,35
u_000648,2026-01-03,1,1,24
u_000648,2026-01-04,1,1,48
u_000648,2026-01-05,2,0,19
u_000648,2026-01-06,2,4,18
u_000648,2026-01-07,3,1,3
u_000648,2026-01-08,4,4,55
u_000648,2026-01-09,3,7,13
u_000648,2026-01-10,4,2,27
u_000648,2026-01-14,3,5,36
u_000648,2026-01-15,3,3,18
u_000648,2026-01-17,6,3,17
u_000648,2026-01-19,4,4,22
u_000648,2026-01-21,2,3,4
u_000648,2026-01-24,4,4,25
u_000648,2026-01-25,5,1,20
u_000648,2026-01-26,3,3,7
u_000648,2026-01-27,1,2,25
u_000648,2026-01-28,4,1,28
u_000648,2026-01-29,2,3,7
u_000648,2026-01-30,4,4,29
u_000648,2026-02-01,2,0,3
u_000648,2026-02-02,2,2,11
u_000648,2026-02-03,1,0,97
u_000648,2026-02-04,4,1,22
u_000648,2026-02-06,1,3,49
u_000648,2026-02-07,3,1,11
u_000648,2026-02-08,1,1,14
u_000648,2026-02-09,2,4,11
u_000648,2026-02-11,2,2,7
u_000648,2026-02-12,5,3,77
u_000648,2026-02-14,3,3,7
u_000648,2026-02-16,1,2,31
u_000648,2026-02-17,6,2,33
u_000648,2026-02-23,2,9,8
u_000648,2026-02-24,6,1,18
u_000648,2026-02-25,2,2,38
u_000648,2026-02-26,2,4,3
u_000648,2026-02-27,4,3,7
u_000648,2026-02-28,5,2,15
u_000648,2026-03-02,6,2,29
u_000648,2026-03-03,1,4,33
u_000648,2026-03-04,3,3,13
u_000648,2026-03-08,3,0,8
u_000648,2026-03-10,3,4,40
u_000648,2026-03-12,4,3,27
u_000648,2026-03-17,2,4,12
u_000648,2026-03-21,4,2,29
u_000648,2026-03-22,2,0,13
u_000648,2026-03-26,2,4,10
u_000648,2026-03-31,2,1,10
u_000649,2025-04-02,1,1,13
u_000649,2025-04-03,2,2,16
u_000649,2025-04-04,1,6,10
u_000649,2025-04-05,5,3,15
u_000649,2025-04-08,4,4,34
u_000649,2025-04-10,1,2,9
u_000649,2025-04-11,2,2,16
u_000649,2025-04-13,1,3,35
u_000649,2025-04-14,1,6,12
u_000649,2025-04-16,2,1,7
u_000649,2025-04-17,2,4,32
u_000649,2025-04-18,4,2,14
u_000649,2025-04-21,1,3,11
u_000649,2025-04-25,2,3,1
u_000649,2025-04-27,3,3,21
u_000649,2025-04-28,3,4,1
u_000649,2025-04-29,1,2,9
u_000649,2025-04-30,4,1,22
u_000649,2025-05-01,1,0,4
u_000649,2025-05-02,3,2,27
u_000649,2025-05-03,5,4,6
u_000649,2025-05-04,1,3,10
u_000649,2025-05-05,2,5,28
u_000649,2025-05-06,3,3,24
u_000649,2025-05-08,2,3,9
u_000649,2025-05-09,2,3,19
u_000649,2025-05-10,3,1,29
u_000649,2025-05-11,1,2,28
u_000649,2025-05-12,3,2,7
u_000649,2025-05-15,2,1,12
u_000649,2025-05-16,4,2,51
u_000649,2025-05-18,2,3,18
u_000649,2025-05-20,4,2,17
u_000649,2025-05-22,2,3,33
u_000649,2025-05-24,2,1,23
u_000649,2025-05-25,3,0,21
u_000649,2025-05-26,3,1,20
u_000649,2025-05-27,2,3,3
u_000649,2025-05-28,5,1,6
u_000649,2025-05-29,2,1,6
u_000649,2025-05-30,1,2,12
u_000649,2025-05-31,3,1,8
u_000649,2025-06-02,3,3,27
u_000649,2025-06-03,2,1,32
u_000649,2025-06-04,1,4,12
u_000649,2025-06-05,3,6,12
u_000649,2025-06-09,4,2,15
u_000649,2025-06-10,3,5,30
u_000649,2025-06-11,1,5,28
u_000649,2025-06-12,3,0,29
u_000649,2025-06-14,6,4,6
u_000649,2025-06-15,6,2,20
u_000649,2025-06-17,1,4,79
u_000649,2025-06-18,7,1,2
u_000649,2025-06-19,6,4,18
u_000649,2025-06-21,3,1,7
u_000649,2025-06-22,3,0,10
u_000649,2025-06-23,6,0,54
u_000649,2025-06-26,3,1,7
u_000649,2025-06-27,3,2,19
u_000649,2025-06-29,4,5,19
u_000649,2025-07-01,2,1,33
u_000649,2025-07-02,2,1,13
u_000649,2025-07-03,2,4,18
u_000649,2025-07-04,4,3,15
u_000649,2025-07-06,3,4,20
u_000649,2025-07-08,2,1,36
u_000649,2025-07-09,2,2,10
u_000649,2025-07-10,1,2,31
u_000649,2025-07-11,2,2,22
u_000649,2025-07-12,1,0,10
u_000649,2025-07-14,5,1,12
u_000649,2025-07-15,2,3,19
u_000649,2025-07-16,3,1,4
u_000649,2025-07-17,2,2,52
u_000649,2025-07-18,5,2,19
u_000649,2025-07-20,2,0,7
u_000649,2025-07-21,4,1,15
u_000649,2025-07-22,1,1,22
u_000649,2025-07-23,5,7,2
u_000649,2025-07-25,3,3,10
u_000649,2025-07-26,4,4,23
u_000649,2025-07-28,3,3,31
u_000649,2025-07-29,7,3,10
u_000649,2025-07-30,1,2,11
u_000649,2025-07-31,3,1,6
u_000649,2025-08-01,5,1,1
u_000649,2025-08-03,3,3,14
u_000649,2025-08-05,5,3,8
u_000649,2025-08-09,1,3,13
u_000649,2025-08-10,2,1,3
u_000649,2025-08-13,4,4,10
u_000649,2025-08-14,2,2,11
u_000649,2025-08-17,4,2,9
u_000649,2025-08-21,3,1,24
u_000649,2025-08-22,6,1,12
u_000649,2025-08-24,5,5,22
u_000649,2025-08-27,3,0,4
u_000649,2025-08-28,4,3,12
u_000649,2025-08-30,1,2,50
u_000649,2025-09-01,3,6,8
u_000649,2025-09-02,1,2,13
u_000649,2025-09-03,4,2,35
u_000649,2025-09-04,6,1,8
u_000649,2025-09-05,1,6,13
u_000649,2025-09-06,4,4,30
u_000649,2025-09-08,2,2,12
u_000649,2025-09-15,3,4,3
u_000649,2025-09-16,1,2,31
u_000649,2025-09-17,1,4,15
u_000649,2025-09-18,7,2,9
u_000649,2025-09-19,3,5,37
u_000649,2025-09-20,4,3,59
u_000649,2025-09-27,4,4,27
u_000649,2025-09-29,3,3,3
u_000649,2025-10-04,2,3,29
u_000649,2025-10-05,5,2,24
u_000649,2025-10-06,2,4,41
u_000649,2025-10-09,1,2,2
u_000649,2025-10-11,5,2,32
u_000649,2025-10-12,2,0,2
u_000649,2025-10-13,2,2,11
u_000649,2025-10-14,1,4,14
u_000649,2025-10-18,4,4,20
u_000649,2025-10-19,1,1,30
u_000649,2025-10-22,5,3,34
u_000649,2025-10-23,3,3,47
u_000649,2025-10-24,3,3,47
u_000649,2025-10-26,4,3,22
u_000649,2025-10-27,2,0,67
u_000649,2025-10-28,1,2,23
u_000649,2025-10-29,7,1,11
u_000649,2025-11-01,6,3,19
u_000649,2025-11-04,4,7,28
u_000649,2025-11-05,4,1,13
u_000649,2025-11-07,4,1,11
u_000649,2025-11-09,2,4,24
u_000649,2025-11-10,1,3,11
u_000649,2025-11-11,4,1,17
u_000649,2025-11-14,1,2,20
u_000649,2025-11-15,2,1,10
u_000649,2025-11-21,2,0,6
u_000649,2025-11-22,4,8,52
u_000649,2025-11-24,6,1,19
u_000649,2025-11-29,2,3,8
u_000649,2025-12-01,1,6,7
u_000649,2025-12-02,3,0,31
u_000649,2025-12-04,6,5,32
u_000649,2025-12-05,6,10,14
u_000649,2025-12-06,5,5,27
u_000649,2025-12-07,1,0,35
u_000649,2025-12-10,4,1,21
u_000649,2025-12-11,2,1,3
u_000649,2025-12-12,4,2,25
u_000649,2025-12-16,2,2,20
u_000649,2025-12-17,7,3,9
u_000649,2025-12-20,2,1,20
u_000649,2025-12-21,5,1,37
u_000649,2025-12-23,1,2,17
u_000649,2025-12-24,4,0,10
u_000649,2025-12-26,2,2,12
u_000649,2025-12-27,6,2,48
u_000649,2025-12-29,1,1,27
u_000649,2026-01-01,3,4,10
u_000649,2026-01-02,1,0,20
u_000649,2026-01-04,4,2,15
u_000649,2026-01-08,2,1,28
u_000649,2026-01-10,5,1,22
u_000649,2026-01-14,2,2,36
u_000649,2026-01-17,1,2,67
u_000649,2026-01-20,3,5,12
u_000649,2026-01-21,1,8,36
u_000649,2026-01-24,1,3,6
u_000649,2026-01-27,5,3,37
u_000649,2026-01-30,1,1,15
u_000649,2026-01-31,2,1,20
u_000649,2026-02-02,4,3,12
u_000649,2026-02-03,5,1,12
u_000649,2026-02-06,7,5,21
u_000649,2026-02-08,2,5,5
u_000649,2026-02-10,2,9,9
u_000649,2026-02-11,5,3,9
u_000649,2026-02-15,2,1,33
u_000649,2026-02-16,5,1,17
u_000649,2026-02-17,2,1,31
u_000649,2026-02-20,3,1,7
u_000649,2026-02-24,5,2,12
u_000649,2026-02-26,1,2,18
u_000649,2026-02-28,2,1,42
u_000649,2026-03-01,6,6,14
u_000649,2026-03-04,3,1,10
u_000649,2026-03-05,2,3,29
u_000649,2026-03-06,1,1,3
u_000649,2026-03-07,3,3,32
u_000649,2026-03-08,3,3,23
u_000649,2026-03-10,5,3,30
u_000649,2026-03-14,4,2,27
u_000649,2026-03-19,3,0,9
u_000649,2026-03-20,2,2,21
u_000649,2026-03-21,5,3,9
u_000649,2026-03-27,3,3,25
u_000649,2026-03-29,3,3,29
u_000650,2025-04-04,1,0,6
u_000650,2025-04-05,1,1,7
u_000650,2025-04-06,1,3,6
u_000650,2025-04-17,1,2,3
u_000650,2025-04-23,1,1,5
u_000650,2025-04-25,1,0,4
u_000650,2025-04-26,1,1,2
u_000650,2025-05-04,1,4,8
u_000650,2025-05-12,1,0,1
u_000650,2025-05-31,2,3,2
u_000650,2025-06-12,1,1,1
u_000650,2025-06-16,1,2,1
u_000650,2025-06-18,3,1,5
u_000650,2025-07-06,1,1,12
u_000650,2025-07-08,1,2,5
u_000650,2025-07-14,1,1,12
u_000650,2025-07-18,1,4,5
u_000650,2025-07-22,2,1,1
u_000650,2025-08-04,2,1,9
u_000650,2025-08-05,1,1,2
u_000650,2025-08-09,1,1,1
u_000650,2025-08-17,1,1,6
u_000650,2025-08-26,1,1,3
u_000650,2025-09-03,1,0,7
u_000650,2025-09-06,1,3,5
u_000650,2025-09-07,4,1,3
u_000650,2025-09-09,1,1,2
u_000650,2025-09-12,1,0,3
u_000650,2025-09-15,1,0,4
u_000650,2025-09-17,2,2,9
u_000650,2025-09-20,2,1,2
u_000650,2025-10-06,1,1,5
u_000650,2025-10-08,1,1,13
u_000650,2025-10-22,1,2,3
u_000650,2025-10-29,1,3,1
u_000650,2025-11-03,2,0,5
u_000650,2025-11-07,2,2,1
u_000650,2025-11-09,1,2,9
u_000650,2025-11-11,2,1,5
u_000650,2025-11-23,1,1,1
u_000650,2025-11-27,5,2,7
u_000650,2025-11-29,2,0,5
u_000650,2025-12-02,1,0,4
u_000650,2025-12-07,1,3,2
u_000650,2025-12-16,1,3,9
u_000650,2025-12-22,1,0,1
u_000650,2025-12-25,2,2,5
u_000650,2026-01-27,1,1,2
u_000650,2026-02-04,1,1,3
u_000650,2026-02-09,1,2,3
u_000650,2026-02-15,1,3,3
u_000650,2026-02-16,1,3,2
u_000650,2026-02-17,2,1,2
u_000650,2026-02-18,1,1,1
u_000650,2026-02-27,1,0,2
u_000650,2026-03-02,1,1,6
u_000650,2026-03-03,1,0,1
u_000650,2026-03-11,1,1,1
u_000650,2026-03-12,1,0,9
u_000650,2026-03-14,1,2,1
u_000650,2026-03-20,2,0,2
u_000650,2026-03-23,3,1,7
u_000650,2026-03-24,1,0,7
u_000650,2026-03-25,1,1,7
u_000651,2025-04-03,3,5,16
u_000651,2025-04-04,2,1,9
u_000651,2025-04-05,2,2,36
u_000651,2025-04-06,1,3,35
u_000651,2025-04-08,1,1,10
u_000651,2025-04-12,4,3,15
u_000651,2025-04-13,1,4,10
u_000651,2025-04-18,1,6,29
u_000651,2025-04-22,6,3,7
u_000651,2025-04-23,2,3,48
u_000651,2025-04-24,1,2,36
u_000651,2025-04-26,2,2,66
u_000651,2025-04-28,1,1,16
u_000651,2025-04-29,4,4,13
u_000651,2025-04-30,6,1,34
u_000651,2025-05-02,1,1,3
u_000651,2025-05-03,1,6,56
u_000651,2025-05-06,5,3,8
u_000651,2025-05-08,2,0,18
u_000651,2025-05-09,1,0,78
u_000651,2025-05-10,1,2,6
u_000651,2025-05-12,1,3,34
u_000651,2025-05-13,2,2,22
u_000651,2025-05-14,3,7,9
u_000651,2025-05-15,1,3,15
u_000651,2025-05-16,3,1,15
u_000651,2025-05-17,1,4,24
u_000651,2025-05-19,3,2,44
u_000651,2025-05-20,3,3,30
u_000651,2025-05-22,1,5,4
u_000651,2025-05-24,4,5,19
